Sexo;Edad;Provincias;Periodo;Total
Ambos sexos;Total;46 Valencia/València;1 de julio de 1973;1.839.381,21
Ambos sexos;Total;46 Valencia/València;1 de enero de 1973;1.825.883,37
Ambos sexos;Total;46 Valencia/València;1 de julio de 1972;1.810.874,77
Ambos sexos;Total;46 Valencia/València;1 de enero de 1972;1.796.841,36
Ambos sexos;Total;46 Valencia/València;1 de julio de 1971;1.782.978,30
Ambos sexos;Total;46 Valencia/València;1 de enero de 1971;1.769.505,87
Ambos sexos;Total;47 Valladolid;1 de julio de 2022;518.950,46
Ambos sexos;Total;47 Valladolid;1 de enero de 2022;517.797,51
Ambos sexos;Total;47 Valladolid;1 de julio de 2021;517.441,16
Ambos sexos;Total;47 Valladolid;1 de enero de 2021;519.090,54
Ambos sexos;Total;47 Valladolid;1 de julio de 2020;519.853,02
Ambos sexos;Total;47 Valladolid;1 de enero de 2020;520.736,65
Ambos sexos;Total;47 Valladolid;1 de julio de 2019;520.233,79
Ambos sexos;Total;47 Valladolid;1 de enero de 2019;520.385,45
Ambos sexos;Total;47 Valladolid;1 de julio de 2018;520.367,25
Ambos sexos;Total;47 Valladolid;1 de enero de 2018;520.834,76
Ambos sexos;Total;47 Valladolid;1 de julio de 2017;521.141,00
Ambos sexos;Total;47 Valladolid;1 de enero de 2017;523.206,72
Ambos sexos;Total;47 Valladolid;1 de julio de 2016;524.134,32
Ambos sexos;Total;47 Valladolid;1 de enero de 2016;524.820,29
Ambos sexos;Total;47 Valladolid;1 de julio de 2015;525.831,19
Ambos sexos;Total;47 Valladolid;1 de enero de 2015;527.395,36
Ambos sexos;Total;47 Valladolid;1 de julio de 2014;527.799,63
Ambos sexos;Total;47 Valladolid;1 de enero de 2014;528.675,42
Ambos sexos;Total;47 Valladolid;1 de julio de 2013;529.884,95
Ambos sexos;Total;47 Valladolid;1 de enero de 2013;531.140,92
Ambos sexos;Total;47 Valladolid;1 de julio de 2012;531.821,47
Ambos sexos;Total;47 Valladolid;1 de enero de 2012;532.643,61
Ambos sexos;Total;47 Valladolid;1 de julio de 2011;532.279,98
Ambos sexos;Total;47 Valladolid;1 de enero de 2011;531.881,26
Ambos sexos;Total;47 Valladolid;1 de julio de 2010;531.183,59
Ambos sexos;Total;47 Valladolid;1 de enero de 2010;530.502,71
Ambos sexos;Total;47 Valladolid;1 de julio de 2009;529.614,28
Ambos sexos;Total;47 Valladolid;1 de enero de 2009;528.788,34
Ambos sexos;Total;47 Valladolid;1 de julio de 2008;527.430,40
Ambos sexos;Total;47 Valladolid;1 de enero de 2008;525.650,65
Ambos sexos;Total;47 Valladolid;1 de julio de 2007;522.298,21
Ambos sexos;Total;47 Valladolid;1 de enero de 2007;518.851,44
Ambos sexos;Total;47 Valladolid;1 de julio de 2006;516.000,22
Ambos sexos;Total;47 Valladolid;1 de enero de 2006;513.750,85
Ambos sexos;Total;47 Valladolid;1 de julio de 2005;511.668,68
Ambos sexos;Total;47 Valladolid;1 de enero de 2005;510.003,83
Ambos sexos;Total;47 Valladolid;1 de julio de 2004;507.844,59
Ambos sexos;Total;47 Valladolid;1 de enero de 2004;506.392,75
Ambos sexos;Total;47 Valladolid;1 de julio de 2003;504.672,83
Ambos sexos;Total;47 Valladolid;1 de enero de 2003;503.347,01
Ambos sexos;Total;47 Valladolid;1 de julio de 2002;501.549,41
Ambos sexos;Total;47 Valladolid;1 de enero de 2002;499.631,05
Ambos sexos;Total;47 Valladolid;1 de julio de 2001;497.850,02
Ambos sexos;Total;47 Valladolid;1 de enero de 2001;497.627,54
Ambos sexos;Total;47 Valladolid;1 de julio de 2000;497.442,26
Ambos sexos;Total;47 Valladolid;1 de enero de 2000;497.331,99
Ambos sexos;Total;47 Valladolid;1 de julio de 1999;497.163,62
Ambos sexos;Total;47 Valladolid;1 de enero de 1999;497.221,25
Ambos sexos;Total;47 Valladolid;1 de julio de 1998;497.108,12
Ambos sexos;Total;47 Valladolid;1 de enero de 1998;497.306,99
Ambos sexos;Total;47 Valladolid;1 de julio de 1997;497.111,95
Ambos sexos;Total;47 Valladolid;1 de enero de 1997;497.003,90
Ambos sexos;Total;47 Valladolid;1 de julio de 1996;496.930,86
Ambos sexos;Total;47 Valladolid;1 de enero de 1996;496.807,81
Ambos sexos;Total;47 Valladolid;1 de julio de 1995;496.774,63
Ambos sexos;Total;47 Valladolid;1 de enero de 1995;496.617,44
Ambos sexos;Total;47 Valladolid;1 de julio de 1994;496.433,74
Ambos sexos;Total;47 Valladolid;1 de enero de 1994;496.134,04
Ambos sexos;Total;47 Valladolid;1 de julio de 1993;495.875,83
Ambos sexos;Total;47 Valladolid;1 de enero de 1993;495.569,62
Ambos sexos;Total;47 Valladolid;1 de julio de 1992;495.212,11
Ambos sexos;Total;47 Valladolid;1 de enero de 1992;494.865,59
Ambos sexos;Total;47 Valladolid;1 de julio de 1991;494.478,44
Ambos sexos;Total;47 Valladolid;1 de enero de 1991;494.417,57
Ambos sexos;Total;47 Valladolid;1 de julio de 1990;494.653,49
Ambos sexos;Total;47 Valladolid;1 de enero de 1990;494.805,05
Ambos sexos;Total;47 Valladolid;1 de julio de 1989;494.875,43
Ambos sexos;Total;47 Valladolid;1 de enero de 1989;494.783,88
Ambos sexos;Total;47 Valladolid;1 de julio de 1988;494.734,49
Ambos sexos;Total;47 Valladolid;1 de enero de 1988;494.589,11
Ambos sexos;Total;47 Valladolid;1 de julio de 1987;494.263,29
Ambos sexos;Total;47 Valladolid;1 de enero de 1987;493.973,22
Ambos sexos;Total;47 Valladolid;1 de julio de 1986;493.451,31
Ambos sexos;Total;47 Valladolid;1 de enero de 1986;493.000,40
Ambos sexos;Total;47 Valladolid;1 de julio de 1985;492.343,16
Ambos sexos;Total;47 Valladolid;1 de enero de 1985;491.664,98
Ambos sexos;Total;47 Valladolid;1 de julio de 1984;490.758,61
Ambos sexos;Total;47 Valladolid;1 de enero de 1984;489.739,24
Ambos sexos;Total;47 Valladolid;1 de julio de 1983;488.603,31
Ambos sexos;Total;47 Valladolid;1 de enero de 1983;487.630,39
Ambos sexos;Total;47 Valladolid;1 de julio de 1982;486.227,70
Ambos sexos;Total;47 Valladolid;1 de enero de 1982;484.690,66
Ambos sexos;Total;47 Valladolid;1 de julio de 1981;483.075,74
Ambos sexos;Total;47 Valladolid;1 de enero de 1981;480.928,21
Ambos sexos;Total;47 Valladolid;1 de julio de 1980;477.858,99
Ambos sexos;Total;47 Valladolid;1 de enero de 1980;474.599,88
Ambos sexos;Total;47 Valladolid;1 de julio de 1979;471.409,13
Ambos sexos;Total;47 Valladolid;1 de enero de 1979;468.053,71
Ambos sexos;Total;47 Valladolid;1 de julio de 1978;464.599,25
Ambos sexos;Total;47 Valladolid;1 de enero de 1978;460.991,31
Ambos sexos;Total;47 Valladolid;1 de julio de 1977;457.637,50
Ambos sexos;Total;47 Valladolid;1 de enero de 1977;454.055,69
Ambos sexos;Total;47 Valladolid;1 de julio de 1976;450.398,78
Ambos sexos;Total;47 Valladolid;1 de enero de 1976;446.669,07
Ambos sexos;Total;47 Valladolid;1 de julio de 1975;443.343,78
Ambos sexos;Total;47 Valladolid;1 de enero de 1975;439.882,07
Ambos sexos;Total;47 Valladolid;1 de julio de 1974;436.291,50
Ambos sexos;Total;47 Valladolid;1 de enero de 1974;432.741,63
Ambos sexos;Total;47 Valladolid;1 de julio de 1973;429.219,44
Ambos sexos;Total;47 Valladolid;1 de enero de 1973;425.961,21
Ambos sexos;Total;47 Valladolid;1 de julio de 1972;422.593,36
Ambos sexos;Total;47 Valladolid;1 de enero de 1972;419.179,46
Ambos sexos;Total;47 Valladolid;1 de julio de 1971;416.135,42
Ambos sexos;Total;47 Valladolid;1 de enero de 1971;413.023,91
Ambos sexos;Total;49 Zamora;1 de julio de 2022;167.362,57
Ambos sexos;Total;49 Zamora;1 de enero de 2022;167.904,29
Ambos sexos;Total;49 Zamora;1 de julio de 2021;168.659,01
Ambos sexos;Total;49 Zamora;1 de enero de 2021;169.457,17
Ambos sexos;Total;49 Zamora;1 de julio de 2020;170.548,75
Ambos sexos;Total;49 Zamora;1 de enero de 2020;171.661,49
Ambos sexos;Total;49 Zamora;1 de julio de 2019;172.535,13
Ambos sexos;Total;49 Zamora;1 de enero de 2019;173.632,38
Ambos sexos;Total;49 Zamora;1 de julio de 2018;174.587,41
Ambos sexos;Total;49 Zamora;1 de enero de 2018;175.931,11
Ambos sexos;Total;49 Zamora;1 de julio de 2017;177.000,86
Ambos sexos;Total;49 Zamora;1 de enero de 2017;178.557,89
Ambos sexos;Total;49 Zamora;1 de julio de 2016;179.820,29
Ambos sexos;Total;49 Zamora;1 de enero de 2016;181.310,59
Ambos sexos;Total;49 Zamora;1 de julio de 2015;182.616,89
Ambos sexos;Total;49 Zamora;1 de enero de 2015;184.173,76
Ambos sexos;Total;49 Zamora;1 de julio de 2014;185.251,53
Ambos sexos;Total;49 Zamora;1 de enero de 2014;186.401,47
Ambos sexos;Total;49 Zamora;1 de julio de 2013;187.622,37
Ambos sexos;Total;49 Zamora;1 de enero de 2013;189.042,08
Ambos sexos;Total;49 Zamora;1 de julio de 2012;190.074,42
Ambos sexos;Total;49 Zamora;1 de enero de 2012;191.306,33
Ambos sexos;Total;49 Zamora;1 de julio de 2011;192.019,00
Ambos sexos;Total;49 Zamora;1 de enero de 2011;192.726,49
Ambos sexos;Total;49 Zamora;1 de julio de 2010;193.066,01
Ambos sexos;Total;49 Zamora;1 de enero de 2010;193.750,96
Ambos sexos;Total;49 Zamora;1 de julio de 2009;194.160,24
Ambos sexos;Total;49 Zamora;1 de enero de 2009;194.924,02
Ambos sexos;Total;49 Zamora;1 de julio de 2008;195.523,89
Ambos sexos;Total;49 Zamora;1 de enero de 2008;196.165,09
Ambos sexos;Total;49 Zamora;1 de julio de 2007;195.993,29
Ambos sexos;Total;49 Zamora;1 de enero de 2007;195.862,71
Ambos sexos;Total;49 Zamora;1 de julio de 2006;195.838,87
Ambos sexos;Total;49 Zamora;1 de enero de 2006;195.998,97
Ambos sexos;Total;49 Zamora;1 de julio de 2005;196.102,30
Ambos sexos;Total;49 Zamora;1 de enero de 2005;196.341,66
Ambos sexos;Total;49 Zamora;1 de julio de 2004;196.508,37
Ambos sexos;Total;49 Zamora;1 de enero de 2004;196.852,97
Ambos sexos;Total;49 Zamora;1 de julio de 2003;197.337,90
Ambos sexos;Total;49 Zamora;1 de enero de 2003;197.680,90
Ambos sexos;Total;49 Zamora;1 de julio de 2002;197.732,62
Ambos sexos;Total;49 Zamora;1 de enero de 2002;198.356,69
Ambos sexos;Total;49 Zamora;1 de julio de 2001;199.546,56
Ambos sexos;Total;49 Zamora;1 de enero de 2001;200.312,91
Ambos sexos;Total;49 Zamora;1 de julio de 2000;200.991,45
Ambos sexos;Total;49 Zamora;1 de enero de 2000;201.777,00
Ambos sexos;Total;49 Zamora;1 de julio de 1999;202.542,08
Ambos sexos;Total;49 Zamora;1 de enero de 1999;203.516,17
Ambos sexos;Total;49 Zamora;1 de julio de 1998;204.233,26
Ambos sexos;Total;49 Zamora;1 de enero de 1998;204.944,35
Ambos sexos;Total;49 Zamora;1 de julio de 1997;205.593,01
Ambos sexos;Total;49 Zamora;1 de enero de 1997;206.282,66
Ambos sexos;Total;49 Zamora;1 de julio de 1996;206.936,80
Ambos sexos;Total;49 Zamora;1 de enero de 1996;207.676,94
Ambos sexos;Total;49 Zamora;1 de julio de 1995;208.372,19
Ambos sexos;Total;49 Zamora;1 de enero de 1995;209.046,44
Ambos sexos;Total;49 Zamora;1 de julio de 1994;209.689,08
Ambos sexos;Total;49 Zamora;1 de enero de 1994;210.383,73
Ambos sexos;Total;49 Zamora;1 de julio de 1993;210.925,11
Ambos sexos;Total;49 Zamora;1 de enero de 1993;211.568,50
Ambos sexos;Total;49 Zamora;1 de julio de 1992;212.131,77
Ambos sexos;Total;49 Zamora;1 de enero de 1992;212.778,05
Ambos sexos;Total;49 Zamora;1 de julio de 1991;213.316,22
Ambos sexos;Total;49 Zamora;1 de enero de 1991;214.107,48
Ambos sexos;Total;49 Zamora;1 de julio de 1990;215.082,44
Ambos sexos;Total;49 Zamora;1 de enero de 1990;216.104,39
Ambos sexos;Total;49 Zamora;1 de julio de 1989;216.942,40
Ambos sexos;Total;49 Zamora;1 de enero de 1989;217.813,41
Ambos sexos;Total;49 Zamora;1 de julio de 1988;218.665,31
Ambos sexos;Total;49 Zamora;1 de enero de 1988;219.478,78
Ambos sexos;Total;49 Zamora;1 de julio de 1987;220.197,77
Ambos sexos;Total;49 Zamora;1 de enero de 1987;220.865,56
Ambos sexos;Total;49 Zamora;1 de julio de 1986;221.492,63
Ambos sexos;Total;49 Zamora;1 de enero de 1986;222.326,70
Ambos sexos;Total;49 Zamora;1 de julio de 1985;223.020,50
Ambos sexos;Total;49 Zamora;1 de enero de 1985;223.767,27
Ambos sexos;Total;49 Zamora;1 de julio de 1984;224.383,56
Ambos sexos;Total;49 Zamora;1 de enero de 1984;224.996,39
Ambos sexos;Total;49 Zamora;1 de julio de 1983;225.566,86
Ambos sexos;Total;49 Zamora;1 de enero de 1983;226.236,52
Ambos sexos;Total;49 Zamora;1 de julio de 1982;226.746,95
Ambos sexos;Total;49 Zamora;1 de enero de 1982;227.098,37
Ambos sexos;Total;49 Zamora;1 de julio de 1981;227.529,81
Ambos sexos;Total;49 Zamora;1 de enero de 1981;228.568,66
Ambos sexos;Total;49 Zamora;1 de julio de 1980;230.156,08
Ambos sexos;Total;49 Zamora;1 de enero de 1980;231.721,32
Ambos sexos;Total;49 Zamora;1 de julio de 1979;233.340,25
Ambos sexos;Total;49 Zamora;1 de enero de 1979;234.892,61
Ambos sexos;Total;49 Zamora;1 de julio de 1978;236.446,86
Ambos sexos;Total;49 Zamora;1 de enero de 1978;238.097,52
Ambos sexos;Total;49 Zamora;1 de julio de 1977;239.614,22
Ambos sexos;Total;49 Zamora;1 de enero de 1977;241.210,05
Ambos sexos;Total;49 Zamora;1 de julio de 1976;242.701,28
Ambos sexos;Total;49 Zamora;1 de enero de 1976;244.233,56
Ambos sexos;Total;49 Zamora;1 de julio de 1975;245.763,99
Ambos sexos;Total;49 Zamora;1 de enero de 1975;247.396,75
Ambos sexos;Total;49 Zamora;1 de julio de 1974;248.899,75
Ambos sexos;Total;49 Zamora;1 de enero de 1974;250.418,38
Ambos sexos;Total;49 Zamora;1 de julio de 1973;251.869,08
Ambos sexos;Total;49 Zamora;1 de enero de 1973;253.305,45
Ambos sexos;Total;49 Zamora;1 de julio de 1972;254.516,17
Ambos sexos;Total;49 Zamora;1 de enero de 1972;255.890,67
Ambos sexos;Total;49 Zamora;1 de julio de 1971;257.190,75
Ambos sexos;Total;49 Zamora;1 de enero de 1971;258.528,40
Ambos sexos;Total;50 Zaragoza;1 de julio de 2022;959.471,38
Ambos sexos;Total;50 Zaragoza;1 de enero de 2022;958.833,52
Ambos sexos;Total;50 Zaragoza;1 de julio de 2021;957.972,85
Ambos sexos;Total;50 Zaragoza;1 de enero de 2021;976.472,28
Ambos sexos;Total;50 Zaragoza;1 de julio de 2020;977.311,46
Ambos sexos;Total;50 Zaragoza;1 de enero de 2020;976.426,50
Ambos sexos;Total;50 Zaragoza;1 de julio de 2019;971.548,75
Ambos sexos;Total;50 Zaragoza;1 de enero de 2019;968.048,92
Ambos sexos;Total;50 Zaragoza;1 de julio de 2018;963.476,73
Ambos sexos;Total;50 Zaragoza;1 de enero de 2018;960.110,94
Ambos sexos;Total;50 Zaragoza;1 de julio de 2017;962.431,43
Ambos sexos;Total;50 Zaragoza;1 de enero de 2017;961.498,13
Ambos sexos;Total;50 Zaragoza;1 de julio de 2016;961.415,29
Ambos sexos;Total;50 Zaragoza;1 de enero de 2016;961.940,78
Ambos sexos;Total;50 Zaragoza;1 de julio de 2015;963.866,80
Ambos sexos;Total;50 Zaragoza;1 de enero de 2015;966.604,57
Ambos sexos;Total;50 Zaragoza;1 de julio de 2014;967.099,63
Ambos sexos;Total;50 Zaragoza;1 de enero de 2014;968.552,26
Ambos sexos;Total;50 Zaragoza;1 de julio de 2013;970.327,90
Ambos sexos;Total;50 Zaragoza;1 de enero de 2013;972.507,60
Ambos sexos;Total;50 Zaragoza;1 de julio de 2012;973.799,98
Ambos sexos;Total;50 Zaragoza;1 de enero de 2012;975.050,33
Ambos sexos;Total;50 Zaragoza;1 de julio de 2011;974.837,60
Ambos sexos;Total;50 Zaragoza;1 de enero de 2011;973.442,59
Ambos sexos;Total;50 Zaragoza;1 de julio de 2010;972.627,91
Ambos sexos;Total;50 Zaragoza;1 de enero de 2010;972.282,14
Ambos sexos;Total;50 Zaragoza;1 de julio de 2009;972.159,99
Ambos sexos;Total;50 Zaragoza;1 de enero de 2009;969.876,83
Ambos sexos;Total;50 Zaragoza;1 de julio de 2008;964.272,09
Ambos sexos;Total;50 Zaragoza;1 de enero de 2008;955.315,06
Ambos sexos;Total;50 Zaragoza;1 de julio de 2007;942.665,89
Ambos sexos;Total;50 Zaragoza;1 de enero de 2007;930.533,31
Ambos sexos;Total;50 Zaragoza;1 de julio de 2006;922.327,47
Ambos sexos;Total;50 Zaragoza;1 de enero de 2006;915.040,68
Ambos sexos;Total;50 Zaragoza;1 de julio de 2005;907.595,13
Ambos sexos;Total;50 Zaragoza;1 de enero de 2005;900.698,04
Ambos sexos;Total;50 Zaragoza;1 de julio de 2004;892.938,31
Ambos sexos;Total;50 Zaragoza;1 de enero de 2004;887.658,24
Ambos sexos;Total;50 Zaragoza;1 de julio de 2003;882.807,81
Ambos sexos;Total;50 Zaragoza;1 de enero de 2003;878.627,12
Ambos sexos;Total;50 Zaragoza;1 de julio de 2002;873.168,07
Ambos sexos;Total;50 Zaragoza;1 de enero de 2002;867.475,49
Ambos sexos;Total;50 Zaragoza;1 de julio de 2001;860.624,34
Ambos sexos;Total;50 Zaragoza;1 de enero de 2001;859.135,85
Ambos sexos;Total;50 Zaragoza;1 de julio de 2000;857.552,76
Ambos sexos;Total;50 Zaragoza;1 de enero de 2000;856.527,67
Ambos sexos;Total;50 Zaragoza;1 de julio de 1999;855.335,39
Ambos sexos;Total;50 Zaragoza;1 de enero de 1999;854.747,12
Ambos sexos;Total;50 Zaragoza;1 de julio de 1998;853.698,50
Ambos sexos;Total;50 Zaragoza;1 de enero de 1998;853.046,87
Ambos sexos;Total;50 Zaragoza;1 de julio de 1997;851.870,42
Ambos sexos;Total;50 Zaragoza;1 de enero de 1997;851.016,97
Ambos sexos;Total;50 Zaragoza;1 de julio de 1996;849.940,07
Ambos sexos;Total;50 Zaragoza;1 de enero de 1996;848.945,17
Ambos sexos;Total;50 Zaragoza;1 de julio de 1995;847.796,50
Ambos sexos;Total;50 Zaragoza;1 de enero de 1995;846.909,82
Ambos sexos;Total;50 Zaragoza;1 de julio de 1994;845.940,27
Ambos sexos;Total;50 Zaragoza;1 de enero de 1994;844.561,72
Ambos sexos;Total;50 Zaragoza;1 de julio de 1993;843.405,64
Ambos sexos;Total;50 Zaragoza;1 de enero de 1993;842.352,56
Ambos sexos;Total;50 Zaragoza;1 de julio de 1992;840.794,05
Ambos sexos;Total;50 Zaragoza;1 de enero de 1992;839.425,53
Ambos sexos;Total;50 Zaragoza;1 de julio de 1991;838.230,81
Ambos sexos;Total;50 Zaragoza;1 de enero de 1991;837.747,12
Ambos sexos;Total;50 Zaragoza;1 de julio de 1990;838.371,48
Ambos sexos;Total;50 Zaragoza;1 de enero de 1990;839.141,00
Ambos sexos;Total;50 Zaragoza;1 de julio de 1989;839.300,54
Ambos sexos;Total;50 Zaragoza;1 de enero de 1989;839.806,61
Ambos sexos;Total;50 Zaragoza;1 de julio de 1988;839.921,22
Ambos sexos;Total;50 Zaragoza;1 de enero de 1988;839.853,83
Ambos sexos;Total;50 Zaragoza;1 de julio de 1987;839.881,87
Ambos sexos;Total;50 Zaragoza;1 de enero de 1987;839.580,90
Ambos sexos;Total;50 Zaragoza;1 de julio de 1986;839.086,57
Ambos sexos;Total;50 Zaragoza;1 de enero de 1986;839.217,24
Ambos sexos;Total;50 Zaragoza;1 de julio de 1985;838.929,02
Ambos sexos;Total;50 Zaragoza;1 de enero de 1985;838.370,76
Ambos sexos;Total;50 Zaragoza;1 de julio de 1984;837.431,05
Ambos sexos;Total;50 Zaragoza;1 de enero de 1984;836.771,37
Ambos sexos;Total;50 Zaragoza;1 de julio de 1983;835.604,69
Ambos sexos;Total;50 Zaragoza;1 de enero de 1983;834.870,31
Ambos sexos;Total;50 Zaragoza;1 de julio de 1982;833.441,75
Ambos sexos;Total;50 Zaragoza;1 de enero de 1982;831.850,19
Ambos sexos;Total;50 Zaragoza;1 de julio de 1981;830.041,45
Ambos sexos;Total;50 Zaragoza;1 de enero de 1981;827.906,79
Ambos sexos;Total;50 Zaragoza;1 de julio de 1980;825.462,12
Ambos sexos;Total;50 Zaragoza;1 de enero de 1980;822.746,83
Ambos sexos;Total;50 Zaragoza;1 de julio de 1979;819.963,00
Ambos sexos;Total;50 Zaragoza;1 de enero de 1979;817.169,16
Ambos sexos;Total;50 Zaragoza;1 de julio de 1978;814.117,36
Ambos sexos;Total;50 Zaragoza;1 de enero de 1978;810.871,19
Ambos sexos;Total;50 Zaragoza;1 de julio de 1977;807.328,06
Ambos sexos;Total;50 Zaragoza;1 de enero de 1977;803.821,09
Ambos sexos;Total;50 Zaragoza;1 de julio de 1976;799.667,95
Ambos sexos;Total;50 Zaragoza;1 de enero de 1976;796.011,88
Ambos sexos;Total;50 Zaragoza;1 de julio de 1975;792.134,71
Ambos sexos;Total;50 Zaragoza;1 de enero de 1975;788.371,15
Ambos sexos;Total;50 Zaragoza;1 de julio de 1974;784.266,03
Ambos sexos;Total;50 Zaragoza;1 de enero de 1974;780.370,24
Ambos sexos;Total;50 Zaragoza;1 de julio de 1973;776.489,52
Ambos sexos;Total;50 Zaragoza;1 de enero de 1973;772.988,22
Ambos sexos;Total;50 Zaragoza;1 de julio de 1972;768.811,46
Ambos sexos;Total;50 Zaragoza;1 de enero de 1972;764.740,98
Ambos sexos;Total;50 Zaragoza;1 de julio de 1971;760.947,49
Ambos sexos;Total;50 Zaragoza;1 de enero de 1971;757.432,35
Ambos sexos;Total;51 Ceuta;1 de julio de 2022;82.147,08
Ambos sexos;Total;51 Ceuta;1 de enero de 2022;82.512,53
Ambos sexos;Total;51 Ceuta;1 de julio de 2021;82.837,59
Ambos sexos;Total;51 Ceuta;1 de enero de 2021;83.516,80
Ambos sexos;Total;51 Ceuta;1 de julio de 2020;83.959,26
Ambos sexos;Total;51 Ceuta;1 de enero de 2020;84.084,72
Ambos sexos;Total;51 Ceuta;1 de julio de 2019;84.468,57
Ambos sexos;Total;51 Ceuta;1 de enero de 2019;84.829,42
Ambos sexos;Total;51 Ceuta;1 de julio de 2018;84.949,01
Ambos sexos;Total;51 Ceuta;1 de enero de 2018;85.208,60
Ambos sexos;Total;51 Ceuta;1 de julio de 2017;84.994,52
Ambos sexos;Total;51 Ceuta;1 de enero de 2017;85.033,45
Ambos sexos;Total;51 Ceuta;1 de julio de 2016;84.724,29
Ambos sexos;Total;51 Ceuta;1 de enero de 2016;84.651,81
Ambos sexos;Total;51 Ceuta;1 de julio de 2015;84.485,09
Ambos sexos;Total;51 Ceuta;1 de enero de 2015;84.692,46
Ambos sexos;Total;51 Ceuta;1 de julio de 2014;84.619,08
Ambos sexos;Total;51 Ceuta;1 de enero de 2014;84.673,81
Ambos sexos;Total;51 Ceuta;1 de julio de 2013;84.500,18
Ambos sexos;Total;51 Ceuta;1 de enero de 2013;84.533,74
Ambos sexos;Total;51 Ceuta;1 de julio de 2012;84.194,05
Ambos sexos;Total;51 Ceuta;1 de enero de 2012;83.837,03
Ambos sexos;Total;51 Ceuta;1 de julio de 2011;82.910,42
Ambos sexos;Total;51 Ceuta;1 de enero de 2011;81.626,83
Ambos sexos;Total;51 Ceuta;1 de julio de 2010;80.622,24
Ambos sexos;Total;51 Ceuta;1 de enero de 2010;79.294,37
Ambos sexos;Total;51 Ceuta;1 de julio de 2009;77.810,94
Ambos sexos;Total;51 Ceuta;1 de enero de 2009;76.922,02
Ambos sexos;Total;51 Ceuta;1 de julio de 2008;75.775,97
Ambos sexos;Total;51 Ceuta;1 de enero de 2008;75.252,00
Ambos sexos;Total;51 Ceuta;1 de julio de 2007;74.563,24
Ambos sexos;Total;51 Ceuta;1 de enero de 2007;74.155,14
Ambos sexos;Total;51 Ceuta;1 de julio de 2006;73.292,40
Ambos sexos;Total;51 Ceuta;1 de enero de 2006;72.806,12
Ambos sexos;Total;51 Ceuta;1 de julio de 2005;72.191,58
Ambos sexos;Total;51 Ceuta;1 de enero de 2005;71.983,20
Ambos sexos;Total;51 Ceuta;1 de julio de 2004;71.573,91
Ambos sexos;Total;51 Ceuta;1 de enero de 2004;71.542,05
Ambos sexos;Total;51 Ceuta;1 de julio de 2003;71.158,53
Ambos sexos;Total;51 Ceuta;1 de enero de 2003;71.109,68
Ambos sexos;Total;51 Ceuta;1 de julio de 2002;70.848,53
Ambos sexos;Total;51 Ceuta;1 de enero de 2002;70.873,61
Ambos sexos;Total;51 Ceuta;1 de julio de 2001;71.367,00
Ambos sexos;Total;51 Ceuta;1 de enero de 2001;71.183,00
Ambos sexos;Total;51 Ceuta;1 de julio de 2000;70.968,81
Ambos sexos;Total;51 Ceuta;1 de enero de 2000;70.854,61
Ambos sexos;Total;51 Ceuta;1 de julio de 1999;70.674,23
Ambos sexos;Total;51 Ceuta;1 de enero de 1999;70.546,85
Ambos sexos;Total;51 Ceuta;1 de julio de 1998;70.425,12
Ambos sexos;Total;51 Ceuta;1 de enero de 1998;70.311,38
Ambos sexos;Total;51 Ceuta;1 de julio de 1997;70.123,95
Ambos sexos;Total;51 Ceuta;1 de enero de 1997;69.989,53
Ambos sexos;Total;51 Ceuta;1 de julio de 1996;69.864,10
Ambos sexos;Total;51 Ceuta;1 de enero de 1996;69.734,67
Ambos sexos;Total;51 Ceuta;1 de julio de 1995;69.509,15
Ambos sexos;Total;51 Ceuta;1 de enero de 1995;69.317,64
Ambos sexos;Total;51 Ceuta;1 de julio de 1994;69.127,96
Ambos sexos;Total;51 Ceuta;1 de enero de 1994;68.957,27
Ambos sexos;Total;51 Ceuta;1 de julio de 1993;68.638,95
Ambos sexos;Total;51 Ceuta;1 de enero de 1993;68.448,63
Ambos sexos;Total;51 Ceuta;1 de julio de 1992;68.144,00
Ambos sexos;Total;51 Ceuta;1 de enero de 1992;67.981,38
Ambos sexos;Total;51 Ceuta;1 de julio de 1991;67.738,75
Ambos sexos;Total;51 Ceuta;1 de enero de 1991;67.609,87
Ambos sexos;Total;51 Ceuta;1 de julio de 1990;67.505,49
Ambos sexos;Total;51 Ceuta;1 de enero de 1990;67.466,22
Ambos sexos;Total;51 Ceuta;1 de julio de 1989;67.300,44
Ambos sexos;Total;51 Ceuta;1 de enero de 1989;67.254,03
Ambos sexos;Total;51 Ceuta;1 de julio de 1988;67.084,66
Ambos sexos;Total;51 Ceuta;1 de enero de 1988;66.931,41
Ambos sexos;Total;51 Ceuta;1 de julio de 1987;66.754,16
Ambos sexos;Total;51 Ceuta;1 de enero de 1987;66.657,28
Ambos sexos;Total;51 Ceuta;1 de julio de 1986;66.519,77
Ambos sexos;Total;51 Ceuta;1 de enero de 1986;66.447,09
Ambos sexos;Total;51 Ceuta;1 de julio de 1985;66.291,51
Ambos sexos;Total;51 Ceuta;1 de enero de 1985;66.195,92
Ambos sexos;Total;51 Ceuta;1 de julio de 1984;66.058,71
Ambos sexos;Total;51 Ceuta;1 de enero de 1984;65.982,52
Ambos sexos;Total;51 Ceuta;1 de julio de 1983;65.822,87
Ambos sexos;Total;51 Ceuta;1 de enero de 1983;65.730,23
